No Tiket,Nama Service,SID,Produk,Bandwith,Tiket Open,Tiket Close,Stop Clock (Durasi),Durasi (Jam),Durasi (Menit),Penyebab,Action,Kategori Layanan,Unit PLN Pengguna,Jenis Gangguan,Detail Gangguan,Lokasi Gangguan,source_file,penyebab_norm,Lokasi_GI,Lokasi_POP,Lokasi_KM,Lokasi_Risiko,kategori_risiko,bulan
RQTCFSAR,[UIP3BS - UPT MEDAN] BELAWAN ULPLTGU [SCADA,990000320272616,IP VPN,128Kbps,2024-03-07 09:42:00,2024-03-07 14:20:00,80.0,0 days 03:18:00,197.9999999946449,GANGGUAN  PUTUS CORE DIJARAK 325 METER DARI POP BELAWAN ACTION : PENYAMBUNGAN CORE,PENYAMBUNGAN CORE,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: BELAWAN | KM: -,202403.xlsx,gangguan putus core dijarak 325 meter dari pop belawan action penyambungan core,,BELAWAN,,BELAWAN,High,2024-03
RQTC5E49,[UIP3BS - UPT MEDAN] GI DENAI,990000320306149,IP VPN,1Mbps,2024-03-07 11:50:00,2024-03-08 12:30:00,1231.0,0 days 04:09:00,249.0000000046566,GANGGUAN  PUTUS CORE DI JARAK 12 KM DARI POP SEIROTAN KE ARAH LASTMILE ACTION : PENYAMBUNGAN CORE,PENYAMBUNGAN CORE,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: SEIROTAN | KM: 12,202403.xlsx,gangguan putus core di jarak 12 km dari pop seirotan ke arah lastmile action penyambungan core,,SEIROTAN,12.0,SEIROTAN,High,2024-03
RQTC5TZ7,[UIP3BS - UPT MEDAN] GI DENAI (SCADA),990000020271736,IP VPN,1Mbps,2024-03-07 11:50:00,2024-03-08 12:30:00,1231.0,0 days 04:09:00,249.0000000046566,GANGGUAN  PUTUS CORE DI JARAK 12 KM DARI POP SEIROTAN KE ARAH LASTMILE ACTION : PENYAMBUNGAN CORE,PENYAMBUNGAN CORE,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: SEIROTAN | KM: 12,202403.xlsx,gangguan putus core di jarak 12 km dari pop seirotan ke arah lastmile action penyambungan core,,SEIROTAN,12.0,SEIROTAN,High,2024-03
RQTCGLDE,[UID SUMUT - UP2D] UP2D SUMUT - GI DENAI (SCADA),1000162874,METRONET,2Mbps,2024-03-07 11:50:00,2024-03-08 12:30:00,1231.0,0 days 04:09:00,249.0000000046566,GANGGUAN PUTUS CORE DIJARAK 12 KM DARI POP SEIROTAN  ACTION : PENYAMBUNGAN CORE,PENYAMBUNGAN CORE,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: SEIROTAN | KM: 12,202403.xlsx,gangguan putus core dijarak 12 km dari pop seirotan action penyambungan core,,SEIROTAN,12.0,SEIROTAN,High,2024-03
RQTCDP97,[UID SUMUT - UP3 PADANG SIDEMPUAN] ULP NATAL,990000320314749,IP VPN,1Mbps,2024-03-07 00:21:00,2024-03-09 02:58:00,2747.0,0 days 04:50:00,290.0000000088476,GANGGUAN PUTUS KABEL FO DI JARAK 20 KM DARI POP NATAL ACTION : PENYAMBUNGAN KABEL FO,PENYAMBUNGAN KABEL,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: NATAL | KM: 20,202403.xlsx,gangguan putus kabel fo di jarak 20 km dari pop natal action penyambungan kabel fo,,NATAL,20.0,NATAL,High,2024-03
RQTCZ727,[UID SUMUT - UP3 PADANG SIDEMPUAN] ULP KOTANOPAN,990000020276837,IP VPN,1Mbps,2024-03-08 08:51:00,2024-03-09 04:37:00,1053.0,0 days 02:13:00,132.99999999976717,GANGGUAN PUTUS KABEL FO DIJARAK 20.3 KM DARI POP KOTA NOPAN KE ARAH PANYABUNGAN. ACTION : PENYAMBUNGAN KABEL FO.,PENYAMBUNGAN KABEL,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: KOTA NOPAN | KM: 20.3,202403.xlsx,gangguan putus kabel fo dijarak 20 3 km dari pop kota nopan ke arah panyabungan action penyambungan kabel fo,,KOTA NOPAN,20.3,KOTA NOPAN,High,2024-03
RQT9QV9X,[UIP3BS - UPT MEDAN] GI PANGKALAN SUSU 275KV,990000320363741,IP VPN,1Mbps,2024-03-09 17:45:00,2024-03-09 22:32:00,0.0,0 days 04:47:00,286.9999999925494,GANGGUAN PUTUS KABEL FO DIJARAK 23 KM DARI POP PANGKALAN SUSU  ACTION : PENYAMBUNGAN KABEL FO,PENYAMBUNGAN KABEL,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: PANGKALAN SUSU | KM: 23,202403.xlsx,gangguan putus kabel fo dijarak 23 km dari pop pangkalan susu action penyambungan kabel fo,,PANGKALAN SUSU,23.0,PANGKALAN SUSU,High,2024-03
RQT9WKFV,[UID SUMUT - UP3 PADANG SIDEMPUAN] ULP KOTANOPAN,990000020276837,IP VPN,1Mbps,2024-03-09 20:44:00,2024-03-10 03:38:00,231.0,0 days 03:03:00,182.99999999790447,GANGGUAN SOFTWARE DAN PERANGKAT SWITCH DI LASTMILE ACTION :RESTART PERANGKAT SERTA PERBAIKAN SOFTWARE PADA PERANGKAT SWITCH DI LASTMILE,PERBAIKAN SWITCH,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,LASTMILE,UNKNOWN,GI: - | POP: - | KM: -,202403.xlsx,gangguan software dan perangkat switch di lastmile action restart perangkat serta perbaikan software pada perangkat switch di lastmile,,,,,,2024-03
RQT9T4MA,[UIP3BS - UPT MEDAN] GI PANGKALAN SUSU 275KV (SCADA),990000320363740,IP VPN,1Mbps,2024-03-10 11:31:00,2024-03-10 15:09:00,0.0,0 days 03:38:00,217.99999999813733,GANGGUAN BULKHEAD DI POP BRANDAN ACTION : PENGGANTIAN BULKHEAD,PENGGANTIAN BULKHEAD,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PERANGKAT,UNKNOWN,GI: - | POP: BRANDAN | KM: -,202403.xlsx,gangguan bulkhead di pop brandan action penggantian bulkhead,,BRANDAN,,BRANDAN,High,2024-03
RQT9RMRK,[UIP3BS - UPT MEDAN] GI PANGKALAN SUSU 275KV,990000320363741,IP VPN,1Mbps,2024-03-10 11:31:00,2024-03-10 15:09:00,0.0,0 days 03:38:00,217.99999999813733,GANGGUAN BULKHEAD DI POP BRANDAN ACTION : PENGGANTIAN BULKHEAD,PENGGANTIAN BULKHEAD,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PERANGKAT,UNKNOWN,GI: - | POP: BRANDAN | KM: -,202403.xlsx,gangguan bulkhead di pop brandan action penggantian bulkhead,,BRANDAN,,BRANDAN,High,2024-03
RQT92W5J,[UIP3BS - UPT PEMATANG SIANTAR] GI LABUHAN ANGIN,990000320307855,IP VPN,2Mbps,2024-03-10 17:14:00,2024-03-10 19:19:00,0.0,0 days 02:05:00,124.99999999883585,GANGGUAN PORT DI SISI LASTMILE  ACTION : PERBAIKAN PORT,PERBAIKAN UTP,NON SCADA,PLN UNIT INDUK P3B SUMATERA,LASTMILE,UNKNOWN,GI: - | POP: - | KM: -,202403.xlsx,gangguan port di sisi lastmile action perbaikan port,,,,,,2024-03
RQT9SSGQ,[UID SUMUT - UP3 BUKIT BARISAN] GUDANG UP3 BUKIT BARISAN,1000211039,IP VPN,512Kbps,2024-03-11 12:32:00,2024-03-11 12:39:00,0.0,0 days 00:07:00,7.000000001862645,GANGGUAN PADA BULKHEAD DISISI POP ULP.KABANJAHE. ACTION : PENGGANTIAN BULKHEAD.,PENGGANTIAN BULKHEAD,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PERANGKAT,UNKNOWN,GI: - | POP: ULP KABANJAHE  | KM: -,202403.xlsx,gangguan pada bulkhead disisi pop ulp kabanjahe action penggantian bulkhead,,ULP KABANJAHE ,,ULP KABANJAHE ,Low,2024-03
RQT9579S,[UIP3BS - UPT MEDAN] GI PANGKALAN SUSU 275KV (SCADA),990000320363740,IP VPN,1Mbps,2024-03-12 10:20:00,2024-03-12 11:27:00,0.0,0 days 01:07:00,66.99999999837019,GANGGUAN PADA MODUL SFP DISISI POP P.BRANDAN  ACTION : PENGGANTIAN MODUL SFP,PENGGANTIAN SFP,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PERANGKAT,UNKNOWN,GI: - | POP: P BRANDAN | KM: -,202403.xlsx,gangguan pada modul sfp disisi pop p brandan action penggantian modul sfp,,P BRANDAN,,P BRANDAN,Low,2024-03
RQT9FJBZ,[UID SUMUT - UP3 PADANG SIDEMPUAN] ULP NATAL,990000320314749,IP VPN,1Mbps,2024-03-12 07:18:00,2024-03-12 13:30:00,0.0,0 days 06:12:00,371.999999997206,GANGGUAN PUTUS KABEL FO DIJARAK 22 KM DARI POP PANYABUNGAN ACTION : BACKUP VIA GSM,BACKUP GSM,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: PANYABUNGAN | KM: 22,202403.xlsx,gangguan putus kabel fo dijarak 22 km dari pop panyabungan action backup via gsm,,PANYABUNGAN,22.0,PANYABUNGAN,High,2024-03
RQT9X7W9,[UID SUMUT - UP2D] UP2D SUMUT - GH MABAR (SCADA) ,1000162941,METRONET,2Mbps,2024-03-13 22:23:00,2024-03-14 11:36:00,540.0,0 days 04:13:00,252.9999999969732,GANGGUAN MODUL SFP DAN PATCHCORD DI SISI POP ODC ULP LABUHAN   ACTION : PENGGANTIAN MODUL SFP DAN PATCHCORD,PENGGANTIAN SFP,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PERANGKAT,UNKNOWN,GI: - | POP: ODC ULP LABUHAN | KM: -,202403.xlsx,gangguan modul sfp dan patchcord di sisi pop odc ulp labuhan action penggantian modul sfp dan patchcord,,ODC ULP LABUHAN,,ODC ULP LABUHAN,High,2024-03
RQTVGCQH,[UID SUMUT - UP2D] UP2D SUMUT - GH MABAR (SCADA) ,1000162941,METRONET,2Mbps,2024-03-17 12:43:00,2024-03-17 15:14:00,0.0,0 days 02:31:00,150.99999999976717,GANGGUAN PATCHCORD DI SISI LASTMILE   ACTION : PENGGANTIAN PATCHCORD,PENGGANTIAN PATCH CORD,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,LASTMILE,UNKNOWN,GI: - | POP: - | KM: -,202403.xlsx,gangguan patchcord di sisi lastmile action penggantian patchcord,,,,,,2024-03
RQTVJ92Z,[UID SUMUT - UP3 PADANG SIDEMPUAN] ULP NATAL,990000320314749,IP VPN,1Mbps,2024-03-18 00:06:00,2024-03-18 00:34:00,0.0,0 days 00:28:00,27.9999999969732,GANGGUAN PUTUS KABEL FO DIJARAK 25 KM DARI POP KEBUN.TIMUR ACTION : PENYAMBUNGAN KABEL FO,PENYAMBUNGAN KABEL,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: KEBUN TIMUR | KM: 25,202403.xlsx,gangguan putus kabel fo dijarak 25 km dari pop kebun timur action penyambungan kabel fo,,KEBUN TIMUR,25.0,KEBUN TIMUR,Low,2024-03
RQTBEL6A,[UID SUMUT - UP3 PADANG SIDEMPUAN] ULP KOTANOPAN,990000020276837,IP VPN,1Mbps,2024-03-20 01:20:00,2024-03-20 03:52:00,0.0,0 days 02:32:00,152.0000000030268,GANGGUAN PUTUS KABEL FO DI JARAK 23 KM DARI POP KOTANOPAN KE ARAH LASTMILE ACTION : PENYAMBUNGAN KABEL  FO,PENYAMBUNGAN KABEL,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: KOTANOPAN | KM: 23,202403.xlsx,gangguan putus kabel fo di jarak 23 km dari pop kotanopan ke arah lastmile action penyambungan kabel fo,,KOTANOPAN,23.0,KOTANOPAN,High,2024-03
RQTBR9BV,[UID SUMUT - UP3 LUBUK PAKAM] ULP LUBUK PAKAM KOTA,990000020276715,IP VPN,1Mbps,2024-03-20 08:10:00,2024-03-20 09:49:00,0.0,0 days 01:39:00,98.99999999790452,GANGGUAN JALUR SEGMENT MEDAN - LUBUK PAKAN  ACTION : REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202403.xlsx,gangguan jalur segment medan lubuk pakan action reroute jalur,,,,,,2024-03
RQTBR9VE,[UID SUMUT] UP3 LUBUK PAKAM,990000320287188,IP VPN,2Mbps,2024-03-20 08:10:00,2024-03-20 09:49:00,0.0,0 days 01:39:00,98.99999999790452,GANGGUAN JALUR SEGMENT MEDAN - LUBUK PAKAN  ACTION : REROUTER JALUR,PERBAIKAN JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202403.xlsx,gangguan jalur segment medan lubuk pakan action rerouter jalur,,,,,,2024-03
RQTBGZ9E,[UID SUMUT - UP3 PADANG SIDEMPUAN] ULP NATAL,990000320314749,IP VPN,1Mbps,2024-03-22 02:34:00,2024-03-22 10:43:00,206.0,0 days 04:43:00,283.000000001397,GANGGUAN PUTUS KABEL FO DIJARAK 50 KM DARI POP PANYABUNGAN ACTION : PENYAMBUNGAN KABEL FO,PENYAMBUNGAN KABEL,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: PANYABUNGAN | KM: 50,202403.xlsx,gangguan putus kabel fo dijarak 50 km dari pop panyabungan action penyambungan kabel fo,,PANYABUNGAN,50.0,PANYABUNGAN,High,2024-03
RQTBJJSC,[UID SUMUT - UP3 PADANG SIDEMPUAN] ULP KOTANOPAN,990000020276837,IP VPN,1Mbps,2024-03-22 13:59:00,2024-03-23 02:53:00,453.0,0 days 05:21:00,320.9999999979045,"GANGGUAN PUTUS KABEL FO DIJARAK 13,8 KM DARI POP KOTANOPAN, ACTION PENYAMBUNGAN KABEL FO",PENYAMBUNGAN KABEL,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: KOTANOPAN | KM: 13.8,202403.xlsx,gangguan putus kabel fo dijarak 13 8 km dari pop kotanopan action penyambungan kabel fo,,KOTANOPAN,13.8,KOTANOPAN,High,2024-03
RQTNWMEH,[UIP SUMBAGUT] UPP SUMBAGUT 4 (TOBA SAMOSIR),1000130415,IP VPN,2Mbps,2024-03-25 09:13:00,2024-03-25 20:13:00,350.0,0 days 05:10:00,310.00000000349246,GANGGUAN PUTUS CORE DI JARAK 20 KM DARI POP AEK.KANOPAN ACTION : MANUVER CORE  OPEN  : 2024-03-25 09:13 CLOSE : 2024-03-25 20:13,PENYAMBUNGAN CORE,NON SCADA,PLN UIP SUMATERA BAGIAN UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: AEK KANOPAN | KM: 20,202403.xlsx,gangguan putus core di jarak 20 km dari pop aek kanopan action manuver core open 2024 03 25 09 13 close 2024 03 25 20 13,,AEK KANOPAN,20.0,AEK KANOPAN,High,2024-03
RQTNWMWB,[UIP SUMBAGUT] UPP SBU 4 (TOBA SAMOSIR),4000206358,INTERNET CORPORATE,20Mbps,2024-03-25 09:13:00,2024-03-25 20:13:00,350.0,0 days 05:10:00,310.00000000349246,GANGGUAN PUTUS CORE DI JARAK 20 KM DARI POP AEK.KANOPAN ACTION : MANUVER CORE  OPEN  : 2024-03-25 09:13 CLOSE : 2024-03-25 20:13,PENYAMBUNGAN CORE,NON SCADA,PLN UIP SUMATERA BAGIAN UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: AEK KANOPAN | KM: 20,202403.xlsx,gangguan putus core di jarak 20 km dari pop aek kanopan action manuver core open 2024 03 25 09 13 close 2024 03 25 20 13,,AEK KANOPAN,20.0,AEK KANOPAN,High,2024-03
RQTN3DUD,[UID SUMUT] UP3 BINJAI,10000027240014,IP VPN,2Mbps,2024-03-26 13:35:00,2024-03-26 13:55:00,0.0,0 days 00:20:00,20.000000002328303,GANGGUAN JALUR SEGMENT BLANGKEJEREN - GI ACEH  ACTION : REROUTE JALUR WAKTU GANGGUAN MULAI TELAH DI UBAH DARI 2024-03-26 13:58 MENJADI 2024-03-26 13:35,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202403.xlsx,gangguan jalur segment blangkejeren gi aceh action reroute jalur waktu gangguan mulai telah di ubah dari 2024 03 26 13 58 menjadi 2024 03 26 13 35,,,,,,2024-03
RQTN3DZF,[UID SUMUT - UP3 BINJAI] ULP BINJAI TIMUR,10000027240018,IP VPN,1Mbps,2024-03-26 13:35:00,2024-03-26 13:55:00,0.0,0 days 00:20:00,20.000000002328303,GANGGUAN JALUR SEGMENT BLANGKEJEREN - GI ACEH  ACTION : REROUTE JALUR WAKTU GANGGUAN MULAI TELAH DI UBAH DARI 2024-03-26 13:58 MENJADI 2024-03-26 13:35,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202403.xlsx,gangguan jalur segment blangkejeren gi aceh action reroute jalur waktu gangguan mulai telah di ubah dari 2024 03 26 13 58 menjadi 2024 03 26 13 35,,,,,,2024-03
RQTN3DXX,[UID SUMUT - UP3 BINJAI] ULP KUALA,10000027240021,IP VPN,1Mbps,2024-03-26 13:35:00,2024-03-26 13:55:00,0.0,0 days 00:20:00,20.000000002328303,GANGGUAN JALUR SEGMENT BLANGKEJEREN - GI ACEH  ACTION : REROUTE JALUR WAKTU GANGGUAN MULAI TELAH DI UBAH DARI 2024-03-26 13:58 MENJADI 2024-03-26 13:35,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202403.xlsx,gangguan jalur segment blangkejeren gi aceh action reroute jalur waktu gangguan mulai telah di ubah dari 2024 03 26 13 58 menjadi 2024 03 26 13 35,,,,,,2024-03
RQTN3DWF,[UID SUMUT - UP3 BINJAI] ULP BINJAI BARAT,10000104240023,IP VPN,1Mbps,2024-03-26 13:35:00,2024-03-26 13:55:00,0.0,0 days 00:20:00,20.000000002328303,GANGGUAN JALUR SEGMENT BLANGKEJEREN - GI ACEH  ACTION : REROUTE JALUR WAKTU GANGGUAN MULAI TELAH DI UBAH DARI 2024-03-26 13:58 MENJADI 2024-03-26 13:35,PERBAIKAN JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202403.xlsx,gangguan jalur segment blangkejeren gi aceh action reroute jalur waktu gangguan mulai telah di ubah dari 2024 03 26 13 58 menjadi 2024 03 26 13 35,,,,,,2024-03
RQTN3FUM,[UID SUMUT - UP3 BINJAI] ULP BINJAI KOTA,10000105240029,IP VPN,1Mbps,2024-03-26 13:35:00,2024-03-26 13:55:00,0.0,0 days 00:20:00,20.000000002328303,GANGGUAN JALUR SEGMENT BLANGKEJEREN - GI ACEH  ACTION : REROUTE JALUR  O,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202403.xlsx,gangguan jalur segment blangkejeren gi aceh action reroute jalur o,,,,,,2024-03
RQTN3DMK,[UID SUMUT - UP3 BINJAI] ULP PANGKALAN SUSU,990000020276729,IP VPN,1Mbps,2024-03-26 13:35:00,2024-03-26 13:55:00,0.0,0 days 00:20:00,20.000000002328303,GANGGUAN JALUR SEGMENT BLANGKEJEREN - GI ACEH  ACTION : REROUTE JALUR WAKTU GANGGUAN MULAI TELAH DI UBAH DARI 2024-03-26 13:58 MENJADI 2024-03-26 13:35,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202403.xlsx,gangguan jalur segment blangkejeren gi aceh action reroute jalur waktu gangguan mulai telah di ubah dari 2024 03 26 13 58 menjadi 2024 03 26 13 35,,,,,,2024-03
RQTN3DFW,[UID SUMUT - UP3 MEDAN] ULP SUNGGAL,990000320473008,IP VPN,1Mbps,2024-03-26 13:35:00,2024-03-26 13:55:00,0.0,0 days 00:20:00,20.000000002328303,GANGGUAN JALUR SEGMENT BLANGKEJEREN - GI ACEH  ACTION : REROUTE JALUR WAKTU GANGGUAN MULAI TELAH DI UBAH DARI 2024-03-26 13:58 MENJADI 2024-03-26 13:35,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202403.xlsx,gangguan jalur segment blangkejeren gi aceh action reroute jalur waktu gangguan mulai telah di ubah dari 2024 03 26 13 58 menjadi 2024 03 26 13 35,,,,,,2024-03
RQTN3FKW,[UID SUMUT - UP3 LUBUK PAKAM] ULP GALANG,990000020276720,IP VPN,1Mbps,2024-03-26 13:35:00,2024-03-26 13:55:00,0.0,0 days 00:20:00,20.000000002328303,GANGGUAN JALUR SEGMENT BLANGKEJEREN - GI ACEH  ACTION : REROUTE JALUR WAKTU GANGGUAN MULAI TELAH DI UBAH DARI 2024-03-26 13:58 MENJADI 2024-03-26 13:35,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202403.xlsx,gangguan jalur segment blangkejeren gi aceh action reroute jalur waktu gangguan mulai telah di ubah dari 2024 03 26 13 58 menjadi 2024 03 26 13 35,,,,,,2024-03
RQTN34BW,[UID SUMUT - UP3 BINJAI] ULP PANGKALAN BRANDAN,990000020276731,IP VPN,1Mbps,2024-03-26 13:35:00,2024-03-26 13:55:00,0.0,0 days 00:20:00,20.000000002328303,GANGGUAN JALUR SEGMENT BLANGKEJEREN - GI ACEH  ACTION : REROUTE JALUR WAKTU GANGGUAN MULAI TELAH DI UBAH DARI 2024-03-26 13:58 MENJADI 2024-03-26 13:35,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202403.xlsx,gangguan jalur segment blangkejeren gi aceh action reroute jalur waktu gangguan mulai telah di ubah dari 2024 03 26 13 58 menjadi 2024 03 26 13 35,,,,,,2024-03
RQTN3FTW,[UID SUMUT - UP3 BINJAI] ULP GEBANG,990000020276734,IP VPN,1Mbps,2024-03-26 13:35:00,2024-03-26 13:55:00,0.0,0 days 00:20:00,20.000000002328303,GANGGUAN JALUR SEGMENT BLANGKEJEREN - GI ACEH  ACTION : REROUTE JALUR WAKTU GANGGUAN MULAI TELAH DI UBAH DARI 2024-03-26 13:58 MENJADI 2024-03-26 13:35,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202403.xlsx,gangguan jalur segment blangkejeren gi aceh action reroute jalur waktu gangguan mulai telah di ubah dari 2024 03 26 13 58 menjadi 2024 03 26 13 35,,,,,,2024-03
RQTN3F5Y,[UID SUMUT - UP3 BINJAI] ULP TANJUNG PURA,990000020276736,IP VPN,1Mbps,2024-03-26 13:35:00,2024-03-26 13:55:00,0.0,0 days 00:20:00,20.000000002328303,GANGGUAN JALUR SEGMENT BLANGKEJEREN - GI ACEH  ACTION : REROUTE JALUR WAKTU GANGGUAN MULAI TELAH DI UBAH DARI 2024-03-26 13:58 MENJADI 2024-03-26 13:35,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202403.xlsx,gangguan jalur segment blangkejeren gi aceh action reroute jalur waktu gangguan mulai telah di ubah dari 2024 03 26 13 58 menjadi 2024 03 26 13 35,,,,,,2024-03
RQTN3DA2,[UID SUMUT - UP3 BINJAI] ULP STABAT,990000020276737,IP VPN,1Mbps,2024-03-26 13:35:00,2024-03-26 13:55:00,0.0,0 days 00:20:00,20.000000002328303,GANGGUAN JALUR SEGMENT BLANGKEJEREN - GI ACEH  ACTION : REROUTE JALUR WAKTU GANGGUAN MULAI TELAH DI UBAH DARI 2024-03-26 13:58 MENJADI 2024-03-26 13:35,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202403.xlsx,gangguan jalur segment blangkejeren gi aceh action reroute jalur waktu gangguan mulai telah di ubah dari 2024 03 26 13 58 menjadi 2024 03 26 13 35,,,,,,2024-03
RQTN3FSS,[UID SUMUT - UP3 BINJAI] GUDANG BINJAI,990000020269410,IP VPN,512Kbps,2024-03-26 13:35:00,2024-03-26 13:55:00,0.0,0 days 00:20:00,20.000000002328303,GANGGUAN JALUR SEGMENT BLANGKEJEREN - GI ACEH  ACTION : REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202403.xlsx,gangguan jalur segment blangkejeren gi aceh action reroute jalur,,,,,,2024-03
RQTNKZDL,[UID SUMUT - UP3 LUBUK PAKAM] GUDANG LUBUK PAKAM,990000020269415,IP VPN,512Kbps,2024-03-28 13:51:00,2024-03-28 16:49:00,0.0,0 days 02:58:00,178.00000000395812,GANGGUAN PERANGKAT SWITCH DI LASTMILE ACTION :RESTART PERANGKAT SWITCH DI LASTMILE,PERBAIKAN SWITCH,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,LASTMILE,UNKNOWN,GI: - | POP: - | KM: -,202403.xlsx,gangguan perangkat switch di lastmile action restart perangkat switch di lastmile,,,,,,2024-03
RWEJEQXS,[UIP3BS - UPT PEMATANG SIANTAR] GI PANYABUNGAN (SCADA),1000034381,IP VPN,1Mbps,2024-04-01 11:54:00,2024-04-01 21:00:00,420.0,0 days 02:06:00,125.99999999860302,GANGGUAN PUTUS KABEL FO DI JARAK 9 KM DARI POP PANYABUNGAN. ACTION : PENYAMBUNGAN KABEL FO.,PENYAMBUNGAN KABEL,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: PANYABUNGAN  | KM: 9,202404.xlsx,gangguan putus kabel fo di jarak 9 km dari pop panyabungan action penyambungan kabel fo,,PANYABUNGAN ,9.0,PANYABUNGAN ,High,2024-04
